Artist,Track,Album,Album_type,Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_min,Title,Channel,Views,Likes,Comments,Licensed,official_video,Stream,EnergyLiveness,most_playedon
Michael Jackson,Don't Stop 'Til You Get Enough,Off the Wall,album,0.878,0.821,-9.875,0.089,0.126,0.0461,0.183,0.947,118.881,6.091116667,Michael Jackson - Don’t Stop 'Til You Get Enough (Official Video),michaeljacksonVEVO,349102050,2254295,89160,TRUE,TRUE,389644450,4.486338798,Spotify
Michael Jackson,They Don't Care About Us,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",album,0.859,0.905,-5.539,0.129,0.205,0.00837,0.322,0.731,89.946,4.736,Michael Jackson - They Don’t Care About Us (Brazil Version) (Official Video),michaeljacksonVEVO,978680025,8312571,335112,TRUE,TRUE,256361972,2.810559006,Youtube
Michael Jackson,Remember the Time,Dangerous,album,0.831,0.921,-2.383,0.0582,0.153,0.00224,0.305,0.795,108.002,3.987116667,Michael Jackson - Remember The Time (Official Video),michaeljacksonVEVO,504057332,3085718,127080,TRUE,TRUE,224254298,3.019672131,Youtube
Michael Jackson,The Way You Make Me Feel - 2012 Remaster,Bad (Remastered),album,0.877,0.854,-4.523,0.147,0.0544,5.50E-05,0.144,0.54,114.472,4.968666667,Michael Jackson - The Way You Make Me Feel (Official Video),michaeljacksonVEVO,436325398,2515830,94765,TRUE,TRUE,349629692,5.930555556,Youtube
Michael Jackson,Love Never Felt So Good,XSCAPE,album,0.775,0.719,-6.212,0.0435,0.132,1.79E-06,0.0662,0.712,117.513,4.10045,"Michael Jackson, Justin Timberlake - Love Never Felt So Good (Official Video)",michaeljacksonVEVO,343328494,2121502,53821,TRUE,TRUE,280500270,10.86102719,Youtube
P!nk,Just Give Me a Reason (feat. Nate Ruess),The Truth About Love,album,0.778,0.547,-7.273,0.0489,0.346,0.000302,0.132,0.441,95.002,4.04555,P!nk - Just Give Me A Reason ft. Nate Ruess,PinkVEVO,1518313784,6420621,166423,TRUE,TRUE,995490565,4.143939394,Youtube
P!nk,Never Gonna Not Dance Again,Never Gonna Not Dance Again,single,0.668,0.802,-4.005,0.0917,0.0273,0,0.163,0.769,113.796,3.76315,P!NK - Never Gonna Not Dance Again (Official Video),PinkVEVO,10941241,216805,7540,TRUE,TRUE,34361626,4.920245399,Spotify
P!nk,Raise Your Glass,Raise Your Glass,single,0.7,0.709,-5.006,0.0838,0.0048,0,0.029,0.624,122.019,3.382666667,P!nk - Raise Your Glass (Official Video),PinkVEVO,237232986,1026177,47667,TRUE,TRUE,502735560,24.44827586,Spotify
P!nk,Try,The Truth About Love,album,0.674,0.628,-7.079,0.03,0.00144,0,0.0944,0.552,103.998,4.131783333,P!nk - Try (Official Video),PinkVEVO,534286492,2554163,78435,TRUE,TRUE,476783121,6.652542373,Youtube
P!nk,So What,Funhouse (Expanded Edition),album,0.534,0.87,-3.078,0.0425,0.000334,0,0.241,0.462,126.019,3.586,P!nk - So What (Official Video),PinkVEVO,432775314,2187945,60960,TRUE,TRUE,471672024,3.609958506,Spotify
P!nk,What About Us,Beautiful Trauma,album,0.491,0.588,-6.177,0.0506,0.0281,2.01E-06,0.0906,0.193,113.608,4.493333333,P!NK - What About Us (Official Video),PinkVEVO,339837769,1819636,38357,TRUE,TRUE,662431775,6.490066225,Spotify
P!nk,Cover Me In Sunshine,All I Know So Far: Setlist,album,0.473,0.592,-6.859,0.138,0.0528,0,0.131,0.292,159.7,2.30955,"P!NK, Willow Sage Hart - Cover Me In Sunshine (Official Video)",PinkVEVO,80575503,948515,24233,TRUE,TRUE,346097538,4.519083969,Spotify
P!nk,TRUSTFALL,TRUSTFALL,single,0.636,0.888,-3.889,0.0945,0.00162,0.000216,0.147,0.25,122.032,3.953333333,P!NK - TRUSTFALL (Official Video),PinkVEVO,3309247,146755,5707,TRUE,TRUE,2790105,6.040816327,Youtube
P!nk,Who Knew,I'm Not Dead,album,0.688,0.734,-4.569,0.0274,0.00462,0,0.0756,0.46,140.004,3.474883333,P!nk - Who Knew (Official Video),PinkVEVO,168736063,611231,20095,TRUE,TRUE,219363750,9.708994709,Spotify
P!nk,True Love (feat. Lily Allen),The Truth About Love,album,0.457,0.823,-4.76,0.311,0.00144,0,0.108,0.578,192.205,3.84555,P!nk - True Love (Official Video) ft. Lily Allen,PinkVEVO,149977268,938718,31361,TRUE,TRUE,170002964,7.62037037,Spotify
Eminem,Mockingbird,Encore (Deluxe Version),album,0.637,0.678,-3.798,0.266,0.209,0,0.156,0.254,84.039,4.179333333,Eminem - Mockingbird [Official Music Video],EminemVEVO,719661717,5550929,205147,TRUE,TRUE,908006704,4.346153846,Spotify
Eminem,Without Me,The Eminem Show,album,0.908,0.669,-2.827,0.0738,0.00286,0,0.237,0.662,112.238,4.838666667,Eminem - Without Me (Official Music Video),EminemVEVO,1590485349,11469490,341006,TRUE,TRUE,1457351902,2.82278481,Youtube
Eminem,The Real Slim Shady,The Marshall Mathers LP,album,0.949,0.661,-4.244,0.0572,0.0302,0,0.0454,0.76,104.504,4.736666667,Eminem - The Real Slim Shady (Official Video - Clean Version),EminemVEVO,777507160,6489755,169037,TRUE,TRUE,1232567233,14.55947137,Spotify
Eminem,Superman,The Eminem Show,album,0.802,0.755,-3.138,0.0564,0.0215,0,0.295,0.58,130.027,5.838666667,Eminem - Superman (Clean Version) ft. Dina Rae,EminemVEVO,139257221,950561,35404,TRUE,TRUE,466021760,2.559322034,Spotify
Eminem,Till I Collapse,The Eminem Show,album,0.548,0.847,-3.237,0.186,0.0622,0,0.0816,0.1,171.447,4.963116667,Eminem - Till I Collapse Feat. Nate Dogg [OFFICIAL MUSIC VIDEO],Myde?ko,1931315,18992,291,FALSE,FALSE,1548871694,10.37990196,Spotify
Eminem,Stan,The Marshall Mathers LP,album,0.78,0.768,-4.325,0.238,0.0371,2.34E-06,0.518,0.507,80.063,6.735116667,Eminem - Stan (Long Version) ft. Dido,EminemVEVO,623027280,5152714,199113,TRUE,TRUE,799979337,1.482625483,Spotify
Eminem,Love The Way You Lie,Recovery,album,0.749,0.925,-5.034,0.227,0.241,0,0.52,0.641,86.989,4.38955,Eminem - Love The Way You Lie ft. Rihanna,EminemVEVO,2539156924,12696568,599124,TRUE,TRUE,1115478746,1.778846154,Youtube
Eminem,Godzilla (feat. Juice WRLD),Music To Be Murdered By,album,0.808,0.745,-5.26,0.342,0.145,0,0.292,0.829,165.995,3.513333333,Eminem - Godzilla ft. Juice WRLD (Directed by Cole Bennett),Lyrical Lemonade,547039623,9287567,398333,FALSE,FALSE,1072650382,2.551369863,Spotify
Eminem,Sing For The Moment,The Eminem Show,album,0.668,0.824,-4.164,0.137,0.0017,3.05E-06,0.0426,0.185,163.961,5.659116667,Eminem - Sing For The Moment (Official Music Video),EminemVEVO,454015875,2471743,99418,TRUE,TRUE,357737050,19.342723,Youtube
Eminem,Not Afraid,Recovery,album,0.855,0.954,-1.19,0.264,0.529,0,0.205,0.668,114.635,4.13555,Eminem - Not Afraid,EminemVEVO,1727241246,11425215,872181,TRUE,TRUE,789922926,4.653658537,Youtube
Pharrell Williams,"Happy - From ""Despicable Me 2""",G I R L,album,0.647,0.822,-4.662,0.183,0.219,0,0.0908,0.962,160.019,3.878666667,Pharrell Williams - Happy (from Despicable Me 2) [Ballroom Version],PharrellWilliamsVEVO,128396799,718507,14157,TRUE,TRUE,1143833476,9.052863436,Spotify
Pharrell Williams,Down In Atlanta,Down In Atlanta,single,0.851,0.819,-5.173,0.212,0.337,0.000153,0.0658,0.903,83.154,2.734016667,"Pharrell Williams, Travis Scott - Down In Atlanta (Official Lyric Video)",PharrellWilliamsVEVO,3658044,88925,2271,TRUE,TRUE,42006396,12.44680851,Spotify
Pharrell Williams,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Funk Wav Bounces Vol.1,album,0.893,0.745,-3.105,0.0571,0.0642,0,0.0943,0.872,101.018,3.72355,"Calvin Harris - Feels (Official Video) ft. Pharrell Williams, Katy Perry, Big Sean",CalvinHarrisVEVO,673495248,4097957,105475,TRUE,TRUE,981287133,7.900318134,Spotify
Pharrell Williams,Cash In Cash Out,Cash In Cash Out,single,0.877,0.56,-3.751,0.0596,0.00721,1.45E-06,0.0839,0.154,119.971,3.602266667,"Pharrell Williams - Cash In Cash Out (Official Video) ft. 21 Savage, Tyler, The Creator",PharrellWilliamsVEVO,20392451,560857,16545,TRUE,TRUE,104603335,6.674612634,Spotify
Pharrell Williams,"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",Funk Wav Bounces Vol. 2,album,0.81,0.733,-6.338,0.0444,0.276,6.73E-06,0.288,0.9,125.975,3.821383333,"Calvin Harris - Stay With Me (Official Video) ft Justin Timberlake, Halsey & Pharrell",CalvinHarrisVEVO,26641550,315368,9132,TRUE,TRUE,99934776,2.545138889,Spotify
Pharrell Williams,Hit Different,Hit Different,single,0.679,0.516,-6.371,0.0452,0.199,0,0.0965,0.716,120.074,3.3668,SZA - Hit Different (Official Video) ft. Ty Dolla $ign,SZAVEVO,121559320,1081676,36266,TRUE,TRUE,198332490,5.347150259,Spotify
Pharrell Williams,Neon Guts (feat. Pharrell Williams),Luv Is Rage 2,album,0.859,0.563,-6.635,0.112,0.0541,0,0.0685,0.412,119.934,4.31315,Lil Uzi Vert - Neon Guts feat. Pharrell Williams [Official Visualizer],LIL UZI VERT,35793144,431472,11252,TRUE,TRUE,219355874,8.218978102,Spotify
Pharrell Williams,JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams),CALL ME IF YOU GET LOST,album,0.827,0.571,-7.949,0.366,0.0195,0,0.166,0.62,142.034,2.440316667,"Tyler, The Creator - JUGGERNAUT (Official Video)","Tyler, The Creator",11408003,477302,12628,FALSE,TRUE,99577335,3.439759036,Spotify
Pharrell Williams,Just A Cloud Away,Just A Cloud Away,single,0.89,0.46,-8.155,0.0359,0.432,0,0.11,0.677,112.555,2.934633333,Just A Cloud Away,Pharrell Williams - Topic,2672481,63065,75,TRUE,TRUE,105629259,4.181818182,Spotify
Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,The Neptunes Present... Clones,album,0.894,0.404,-5.913,0.13,0.453,1.57E-06,0.0801,0.759,102.009,3.941783333,Pharrell - Frontin' (Official HD Video) ft. Jay-Z,PharrellWilliamsVEVO,59095041,433116,13530,TRUE,TRUE,114177468,5.043695381,Spotify
Khalid,lovely (with Khalid),lovely (with Khalid),single,0.351,0.296,-10.109,0.0333,0.934,0,0.095,0.12,115.284,3.336433333,"Billie Eilish, Khalid - lovely",BillieEilishVEVO,1721382178,24425840,561909,TRUE,TRUE,2110573779,3.115789474,Spotify
Khalid,Numb,Numb,single,0.912,0.774,-4.673,0.0455,0.121,0.0127,0.101,0.632,119.966,2.59315,"Marshmello, Khalid - Numb (Official Video)",MarshmelloVEVO,25212794,418647,7041,TRUE,TRUE,203066841,7.663366337,Spotify
Khalid,Silence,Silence,single,0.52,0.761,-3.093,0.0853,0.256,4.96E-06,0.17,0.286,141.971,3.013716667,Marshmello - Silence Ft. Khalid (Official Music Video),Marshmello,129183587,1480652,37678,FALSE,TRUE,1322057199,4.476470588,Spotify
Khalid,Young Dumb & Broke,American Teen,album,0.799,0.539,-6.351,0.0421,0.199,1.66E-05,0.165,0.394,136.948,3.375783333,Khalid - Young Dumb & Broke (Official Video),KhalidVEVO,886349984,5968729,147072,TRUE,TRUE,1290687019,3.266666667,Spotify
Khalid,Eastside (with Halsey & Khalid),FRIENDS KEEP SECRETS,album,0.632,0.686,-7.665,0.243,0.549,0,0.2,0.329,89.949,2.846166667,"benny blanco, Halsey & Khalid – Eastside (official video)",benny blanco,632400004,2781127,34795,FALSE,TRUE,1424962511,3.43,Spotify
Khalid,Better,Suncity,album,0.596,0.552,-10.278,0.097,0.0765,0.334,0.104,0.112,97.949,3.822,Khalid - Better (Official Video),KhalidVEVO,860718114,4030063,68320,TRUE,TRUE,1143264716,5.307692308,Spotify
Khalid,Location,American Teen,album,0.736,0.449,-11.462,0.425,0.33,0.000162,0.0898,0.326,80.126,3.651333333,Khalid - Location (Official Video),KhalidVEVO,544666810,3251468,61104,TRUE,TRUE,1221083395,5,Spotify
Khalid,8TEEN,American Teen,album,0.83,0.585,-5.802,0.0366,0.225,0.00209,0.0576,0.642,105.03,3.81,Khalid - 8TEEN (Official Lyric Video),KhalidVEVO,1381628,12115,158,TRUE,TRUE,586480399,10.15625,Spotify
Khalid,Beautiful People (feat. Khalid),No.6 Collaborations Project,album,0.64,0.647,-8.114,0.186,0.124,0,0.0801,0.546,92.979,3.297783333,Ed Sheeran - Beautiful People (feat. Khalid) [Official Music Video],Ed Sheeran,353454004,2754251,54867,TRUE,TRUE,1241240312,8.077403246,Spotify
